id,university names,country code,location
2014,Hohai University Changzhou,CHN,Jiangsu
2015,Huaihai Institute of Technology,CHN,Jiangsu Sheng
2016,Huaihua Medical College,CHN,Hunan
2017,Huaihua Radio and Television University,CHN,Hunan
2019,Huanghe Science & Technology University,CHN,Henan Sheng
2020,Huaqiao University Quanzhuo,CHN,Henan Sheng
2023,Hubei University,CHN,Hubei Sheng
2024,Huizhou University,CHN,Guangdong Sheng
2025,Hunan Agricultural University,CHN,Hunan Sheng
2026,Hunan Normal University,CHN,Hunan
2028,Inner Mongolia Agricultural University,CHN,Neimenggu Zizhiqu
2029,Inner Mongolia Normal University,CHN,Neimenggu Zizhiqu
2030,Inner Mongolia Polytechnic University,CHN,Inner Mongolia
2031,Inner Mongolia University,CHN,Inner Mongolia
2032,International Business University of Beijing,CHN,Beijing Shi
2033,Jiangsu University of Science and Technology,CHN,Jiangsu Sheng
2034,Jiangxi Agricultural University,CHN,Jiangxi Sheng
2035,Jiangxi Normal University,CHN,Jiangxi Sheng
2036,Jiangxi University of Finance and Economics,CHN,Jiangxi Sheng
2037,Jiangxi University of Traditional Chinese Medicine,CHN,Jiangxi Sheng
2038,Jiaying University,CHN,Guangdong
2039,Jilin Agricultural University,CHN,Jilin Sheng
2041,Jilin University of Technology,CHN,Jilin Sheng
2042,Jimei University,CHN,Fujian
2044,Jingdezhen China Institute,CHN,Jiangxi Sheng
2045,Jishou University,CHN,Jiangxi Sheng
2046,Kunmimg University of Science and Technology,CHN,Jiangxi Sheng
2048,Liaocheng Teachers University,CHN,Shandong Sheng
2049,Liaoning Normal University,CHN,Liaoning Sheng
2050,Liaoning Technical University,CHN,Liaoning Sheng
2051,Liaoning University,CHN,Liaoning Sheng
2052,Logistics Engineering University of PLA,CHN,
2053,Ludong University,CHN,Shandong Sheng
2054,Luxun Academy of Fine Art,CHN,Liaoning Sheng
2055,Luzhou Medical College,CHN,Sichuan Sheng
2058,Nanjing Forestry University,CHN,Jiangsu Sheng
2059,Nanjing Institute of Meteorology,CHN,Jiangsu Sheng
2061,Nanjing Union Theological Seminary,CHN,Jiangsu Sheng
2064,Nanjing University of Chemical Technology,CHN,Jiangsu Sheng
2065,Nanjing University of Economics,CHN,Jiangsu Sheng
2066,Nanjing University of Posts and Telecommunications,CHN,Jiangsu Sheng
2068,Nanjing University of Traditional Chinese Medicine,CHN,Jiangsu Sheng
2071,Neijiang Teacher University,CHN,Sichuan Sheng
2073,Ningbo University of Technology,CHN,Zhejiang Sheng
2074,Ningxia Medical College,CHN,Ningxia Huizuzizhiqu
2075,Ningxia University,CHN,Ningxia Huizuzizhiqu
2077,North China University of Technology,CHN,Beijing
2078,Northeast Agricultural University,CHN,Heilongjiang Sheng
2079,Northeastern University,CHN,Hebei Sheng
2080,Northeast Forest University,CHN,Heilongjiang Sheng
2082,Northeast University at Qinhuangdao Campus,CHN,Hebei Sheng
2083,Northern Jiaotong University,CHN,Beijing Shi
2084,Northern Sichuan Medical College,CHN,Sichuan
2086,Northwest Normal University Lanzhou,CHN,Gansu Sheng
2087,Northwest Polytechnical University Xi'an,CHN,Shaanxi Sheng
2088,Northwest University Xi'an,CHN,Shaanxi Sheng
2090,Panzhihua University,CHN,Sichuan Sheng
2092,Qingdao University of Science and Technology,CHN,Shandong Sheng
2093,Qinghai Normal University,CHN,Qinghai Sheng
2094,Qinghai Radio & Television University,CHN,Qinghai Sheng
2095,Qinghai University,CHN,Qinghai
2096,Qiongzhou University,CHN,Qinghai
2097,Qufu Normal University,CHN,Shandong Sheng
